   5.3484902e-02   6.8062728e-04   7.6412481e-01   6.5269735e-08   6.4915701e-03
   5.6499969e-02   6.8702488e-04   7.5672530e-01   6.8206014e-08   6.0366758e-03
   5.9616011e-02   6.9212867e-04   7.4969558e-01   7.1052590e-08   5.6506434e-03
   6.2834285e-02   6.9607178e-04   7.4301000e-01   7.3821829e-08   5.3212130e-03
   6.6156000e-02   6.9897245e-04   7.3664125e-01   7.6525526e-08   5.0386005e-03
   6.9582321e-02   7.0093380e-04   7.3056193e-01   7.9174498e-08   4.7949610e-03
   7.3114343e-02   7.0204460e-04   7.2474575e-01   8.1778400e-08   4.5839745e-03
   7.6753117e-02   7.0238069e-04   7.1916801e-01   8.4345719e-08   4.4005193e-03
   8.0499634e-02   7.0200649e-04   7.1380594e-01   8.6883822e-08   4.2404219e-03
   8.4354840e-02   7.0097663e-04   7.0863880e-01   8.9399056e-08   4.1002600e-03
   8.8319615e-02   6.9933732e-04   7.0364781e-01   9.1896832e-08   3.9772112e-03
   9.2394792e-02   6.9712770e-04   6.9881607e-01   9.4381744e-08   3.8689326e-03
   9.6581139e-02   6.9438093e-04   6.9412844e-01   9.6857646e-08   3.7734682e-03
   1.0087938e-01   6.9112514e-04   6.8957131e-01   9.9327749e-08   3.6891742e-03
   1.0529017e-01   6.8738424e-04   6.8513252e-01   1.0179468e-07   3.6146618e-03
   1.0981414e-01   6.8317862e-04   6.8080117e-01   1.0426056e-07   3.5487506e-03
   1.1445182e-01   6.7852571e-04   6.7656750e-01   1.0672704e-07   3.4904313e-03
   1.1920372e-01   6.7344048e-04   6.7242274e-01   1.0919535e-07   3.4388370e-03
   1.2407027e-01   6.6793581e-04   6.6835903e-01   1.1166635e-07   3.3932185e-03
   1.2905188e-01   6.6202287e-04   6.6436928e-01   1.1414054e-07   3.3529253e-03
   1.3414887e-01   6.5571137e-04   6.6044712e-01   1.1661812e-07   3.3173897e-03
   1.3936153e-01   6.4900983e-04   6.5658676e-01   1.1909897e-07   3.2861143e-03
   1.4469010e-01   6.4192578e-04   6.5278299e-01   1.2158273e-07   3.2586610e-03
   1.5013476e-01   6.3446590e-04   6.4903108e-01   1.2406876e-07   3.2346424e-03
   1.5569563e-01   6.2663622e-04   6.4532674e-01   1.2655619e-07   3.2137145e-03
   1.6137281e-01   6.1844222e-04   6.4166606e-01   1.2904393e-07   3.1955707e-03
   1.6716632e-01   6.0988891e-04   6.3804545e-01   1.3153069e-07   3.1799369e-03
   1.7307615e-01   6.0098097e-04   6.3446165e-01   1.3401498e-07   3.1665669e-03
   1.7910224e-01   5.9172277e-04   6.3091167e-01   1.3649511e-07   3.1552389e-03
   1.8524449e-01   5.8211848e-04   6.2739274e-01   1.3896925e-07   3.1457526e-03
   1.9150274e-01   5.7217208e-04   6.2390230e-01   1.4143540e-07   3.1379267e-03
   1.9787680e-01   5.6188745e-04   6.2043802e-01   1.4389141e-07   3.1315964e-03
   2.0436643e-01   5.5126838e-04   6.1699769e-01   1.4633499e-07   3.1266116e-03
   2.1097136e-01   5.4031863e-04   6.1357928e-01   1.4876372e-07   3.1228354e-03
   2.1769124e-01   5.2904192e-04   6.1018089e-01   1.5117507e-07   3.1201426e-03
   2.2452575e-01   5.1744193e-04   6.0680071e-01   1.5356639e-07   3.1184183e-03
   2.3147447e-01   5.0552240e-04   6.0343707e-01   1.5593495e-07   3.1175573e-03
   2.3853698e-01   4.9328706e-04   6.0008835e-01   1.5827792e-07   3.1174628e-03
   2.4571282e-01   4.8073969e-04   5.9675304e-01   1.6059237e-07   3.1180455e-03
   2.5300145e-01   4.6788415e-04   5.9342969e-01   1.6287533e-07   3.1192232e-03
   2.6040238e-01   4.5472424e-04   5.9011689e-01   1.6512373e-07   3.1209200e-03
   2.6791501e-01   4.4126396e-04   5.8681332e-01   1.6733445e-07   3.1230657e-03
   2.7553877e-01   4.2750721e-04   5.8351764e-01   1.6950435e-07   3.1255954e-03
   2.8327301e-01   4.1345807e-04   5.8022860e-01   1.7163019e-07   3.1284490e-03
   2.9111707e-01   3.9912066e-04   5.7694496e-01   1.7370874e-07   3.1315707e-03
   2.9907030e-01   3.8449904e-04   5.7366549e-01   1.7573671e-07   3.1349088e-03
   3.0713195e-01   3.6959750e-04   5.7038898e-01   1.7771077e-07   3.1384153e-03
   3.1530130e-01   3.5442026e-04   5.6711424e-01   1.7962761e-07   3.1420456e-03
   3.2357758e-01   3.3897165e-04   5.6384006e-01   1.8148387e-07   3.1457580e-03
   3.3196005e-01   3.2325596e-04   5.6056524e-01   1.8327617e-07   3.1495140e-03
   3.4044787e-01   3.0727767e-04   5.5728859e-01   1.8500115e-07   3.1532776e-03
   3.4904024e-01   2.9104121e-04   5.5400887e-01   1.8665541e-07   3.1570152e-03
   3.5773629e-01   2.7455111e-04   5.5072486e-01   1.8823557e-07   3.1606955e-03
   3.6653519e-01   2.5781190e-04   5.4743530e-01   1.8973823e-07   3.1642893e-03
   3.7543604e-01   2.4082820e-04   5.4413891e-01   1.9116001e-07   3.1677692e-03
   3.8443795e-01   2.2360467e-04   5.4083437e-01   1.9249751e-07   3.1711097e-03
   3.9354002e-01   2.0614599e-04   5.3752033e-01   1.9374735e-07   3.1742868e-03
   4.0274134e-01   1.8845694e-04   5.3419540e-01   1.9490614e-07   3.1772782e-03
   4.1204095e-01   1.7054237e-04   5.3085815e-01   1.9597050e-07   3.1800628e-03
   4.2143792e-01   1.5240712e-04   5.2750706e-01   1.9693707e-07   3.1826210e-03
   4.3093127e-01   1.3405621e-04   5.2414061e-01   1.9780248e-07   3.1849343e-03
   4.4052005e-01   1.1549465e-04   5.2075718e-01   1.9856336e-07   3.1869855e-03
   4.5020327e-01   9.6727596e-05   5.1735508e-01   1.9921636e-07   3.1887583e-03
   4.5997998e-01   7.7760212e-05   5.1393253e-01   1.9975813e-07   3.1902377e-03
   4.6984914e-01   5.8597950e-05   5.1048770e-01   2.0018532e-07   3.1914096e-03
   4.7980976e-01   3.9246265e-05   5.0701865e-01   2.0049458e-07   3.1922609e-03
   4.8986086e-01   1.9710747e-05   5.0352330e-01   2.0068258e-07   3.1927795e-03
   5.0000143e-01  -2.7909126e-09   4.9999950e-01   2.0074598e-07   3.1929546e-03
   5.1013911e-01  -1.9710706e-05   4.9647671e-01   2.0068258e-07   3.1927795e-03
   5.2019024e-01  -3.9246282e-05   4.9298135e-01   2.0049458e-07   3.1922609e-03
   5.3015089e-01  -5.8598025e-05   4.8951229e-01   2.0018532e-07   3.1914096e-03
   5.4001999e-01  -7.7760171e-05   4.8606748e-01   1.9975813e-07   3.1902377e-03
   5.4979670e-01  -9.6727555e-05   4.8264494e-01   1.9921636e-07   3.1887584e-03
   5.5947995e-01  -1.1549467e-04   4.7924282e-01   1.9856336e-07   3.1869855e-03
   5.6906873e-01  -1.3405623e-04   4.7585939e-01   1.9780248e-07   3.1849343e-03
   5.7856208e-01  -1.5240714e-04   4.7249294e-01   1.9693707e-07   3.1826210e-03
   5.8795905e-01  -1.7054238e-04   4.6914186e-01   1.9597050e-07   3.1800628e-03
   5.9725869e-01  -1.8845701e-04   4.6580459e-01   1.9490613e-07   3.1772782e-03
   6.0645998e-01  -2.0614601e-04   4.6247967e-01   1.9374735e-07   3.1742868e-03
   6.1556208e-01  -2.2360474e-04   4.5916562e-01   1.9249751e-07   3.1711097e-03
   6.2456393e-01  -2.4082816e-04   4.5586110e-01   1.9116002e-07   3.1677692e-03
   6.3346481e-01  -2.5781191e-04   4.5256470e-01   1.8973823e-07   3.1642893e-03
   6.4226371e-01  -2.7455113e-04   4.4927514e-01   1.8823557e-07   3.1606955e-03
   6.5095973e-01  -2.9104117e-04   4.4599114e-01   1.8665542e-07   3.1570152e-03
   6.5955210e-01  -3.0727764e-04   4.4271143e-01   1.8500115e-07   3.1532776e-03
   6.6803992e-01  -3.2325592e-04   4.3943477e-01   1.8327618e-07   3.1495140e-03
   6.7642242e-01  -3.3897166e-04   4.3615994e-01   1.8148386e-07   3.1457580e-03
   6.8469870e-01  -3.5442027e-04   4.3288576e-01   1.7962761e-07   3.1420456e-03
   6.9286805e-01  -3.6959752e-04   4.2961102e-01   1.7771077e-07   3.1384153e-03
   7.0092970e-01  -3.8449906e-04   4.2633451e-01   1.7573671e-07   3.1349088e-03
   7.0888293e-01  -3.9912067e-04   4.2305504e-01   1.7370874e-07   3.1315707e-03
   7.1672702e-01  -4.1345815e-04   4.1977139e-01   1.7163019e-07   3.1284490e-03
   7.2446120e-01  -4.2750717e-04   4.1648238e-01   1.6950436e-07   3.1255954e-03
   7.3208499e-01  -4.4126397e-04   4.1318669e-01   1.6733445e-07   3.1230657e-03
   7.3959762e-01  -4.5472426e-04   4.0988311e-01   1.6512373e-07   3.1209200e-03
   7.4699855e-01  -4.6788416e-04   4.0657031e-01   1.6287532e-07   3.1192232e-03
   7.5428718e-01  -4.8073971e-04   4.0324696e-01   1.6059237e-07   3.1180455e-03
   7.6146305e-01  -4.9328713e-04   3.9991164e-01   1.5827791e-07   3.1174628e-03
   7.6852554e-01  -5.0552244e-04   3.9656293e-01   1.5593495e-07   3.1175573e-03
   7.7547425e-01  -5.1744195e-04   3.9319929e-01   1.5356639e-07   3.1184183e-03
   7.8230876e-01  -5.2904193e-04   3.8981911e-01   1.5117507e-07   3.1201426e-03
   7.8902864e-01  -5.4031865e-04   3.8642072e-01   1.4876372e-07   3.1228354e-03
   7.9563355e-01  -5.5126838e-04   3.8300232e-01   1.4633500e-07   3.1266116e-03
   8.0212319e-01  -5.6188744e-04   3.7956199e-01   1.4389142e-07   3.1315964e-03
   8.0849725e-01  -5.7217207e-04   3.7609771e-01   1.4143541e-07   3.1379267e-03
   8.1475550e-01  -5.8211847e-04   3.7260727e-01   1.3896926e-07   3.1457526e-03
   8.2089776e-01  -5.9172279e-04   3.6908833e-01   1.3649511e-07   3.1552389e-03
   8.2692385e-01  -6.0098099e-04   3.6553835e-01   1.3401498e-07   3.1665669e-03
   8.3283365e-01  -6.0988888e-04   3.6195457e-01   1.3153071e-07   3.1799368e-03
   8.3862722e-01  -6.1844228e-04   3.5833393e-01   1.2904392e-07   3.1955708e-03
   8.4430438e-01  -6.2663626e-04   3.5467325e-01   1.2655618e-07   3.2137145e-03
   8.4986526e-01  -6.3446593e-04   3.5096891e-01   1.2406875e-07   3.2346424e-03
   8.5530990e-01  -6.4192579e-04   3.4721701e-01   1.2158273e-07   3.2586610e-03
   8.6063850e-01  -6.4900989e-04   3.4341322e-01   1.1909896e-07   3.2861145e-03
   8.6585116e-01  -6.5571143e-04   3.3955286e-01   1.1661810e-07   3.3173899e-03
   8.7094814e-01  -6.6202290e-04   3.3563070e-01   1.1414054e-07   3.3529254e-03
   8.7592971e-01  -6.6793581e-04   3.3164098e-01   1.1166636e-07   3.3932184e-03
   8.8079631e-01  -6.7344053e-04   3.2757723e-01   1.0919534e-07   3.4388373e-03
   8.8554817e-01  -6.7852572e-04   3.2343251e-01   1.0672704e-07   3.4904313e-03
   8.9018583e-01  -6.8317860e-04   3.1919886e-01   1.0426058e-07   3.5487502e-03
   8.9470983e-01  -6.8738425e-04   3.1486748e-01   1.0179468e-07   3.6146618e-03
   8.9912063e-01  -6.9112516e-04   3.1042869e-01   9.9327744e-08   3.6891743e-03
   9.0341884e-01  -6.9438093e-04   3.0587159e-01   9.6857659e-08   3.7734677e-03
   9.0760523e-01  -6.9712773e-04   3.0118390e-01   9.4381730e-08   3.8689332e-03
   9.1168040e-01  -6.9933734e-04   2.9635218e-01   9.1896823e-08   3.9772116e-03
   9.1564518e-01  -7.0097665e-04   2.9136118e-01   8.9399041e-08   4.1002608e-03
   9.1950035e-01  -7.0200650e-04   2.8619408e-01   8.6883832e-08   4.2404213e-03
   9.2324686e-01  -7.0238070e-04   2.8083203e-01   8.4345734e-08   4.4005183e-03
   9.2688566e-01  -7.0204461e-04   2.7525424e-01   8.1778394e-08   4.5839749e-03
   9.3041766e-01  -7.0093382e-04   2.6943811e-01   7.9174515e-08   4.7949596e-03
   9.3384397e-01  -6.9897248e-04   2.6335881e-01   7.6525549e-08   5.0385982e-03
   9.3716574e-01  -6.9607177e-04   2.5698995e-01   7.3821810e-08   5.3212151e-03
   9.4038397e-01  -6.9212871e-04   2.5030446e-01   7.1052606e-08   5.6506413e-03
   9.4350004e-01  -6.8702487e-04   2.4327467e-01   6.8206003e-08   6.0366773e-03
   9.4651508e-01  -6.8062733e-04   2.3587523e-01   6.5269750e-08   6.4915677e-03
   9.4943053e-01  -6.7279014e-04   2.2808435e-01   6.2231581e-08   7.0307566e-03
   9.5224762e-01  -6.6336064e-04   2.1988832e-01   5.9081030e-08   7.6737045e-03
   9.5496780e-01  -6.5218811e-04   2.1128466e-01   5.5811094e-08   8.4450938e-03
   9.5759261e-01  -6.3913802e-04   2.0228662e-01   5.2420990e-08   9.3763422e-03
   9.6012342e-01  -6.2411237e-04   1.9292807e-01   4.8919656e-08   1.0507483e-02
   9.6256191e-01  -6.0718837e-04   1.8332118e-01   4.5353908e-08   1.1880255e-02
   9.6490955e-01  -5.8863796e-04   1.7363566e-01   4.1797295e-08   1.3532448e-02
   9.6716809e-01  -5.6865022e-04   1.6396774e-01   3.8291478e-08   1.5518265e-02
   9.6933907e-01  -5.4732760e-04   1.5436048e-01   3.4857385e-08   1.7917858e-02
   9.7142428e-01  -5.2479812e-04   1.4485664e-01   3.1517841e-08   2.0834773e-02
   9.7342551e-01  -5.0121281e-04   1.3549791e-01   2.8296527e-08   2.4403064e-02
   9.7534442e-01  -4.7674146e-04   1.2632390e-01   2.5216636e-08   2.8796782e-02
   9.7718287e-01  -4.5156227e-04   1.1736950e-01   2.2298911e-08   3.4243974e-02
   9.7894269e-01  -4.2585694e-04   1.0866478e-01   1.9560728e-08   4.1045307e-02
   9.8062575e-01  -3.9980450e-04   1.0023451e-01   1.7015274e-08   4.9600913e-02
   9.8223388e-01  -3.7357617e-04   9.2098066e-02   1.4671170e-08   6.0449309e-02
   9.8376912e-01  -3.4732849e-04   8.4268728e-02   1.2532257e-08   7.4326780e-02
   9.8523325e-01  -3.2120784e-04   7.6756236e-02   1.0598552e-08   9.2251500e-02
   9.8662829e-01  -2.9534112e-04   6.9564946e-02   8.8661451e-09   1.1566303e-01
   9.8795617e-01  -2.6984173e-04   6.2696298e-02   7.3283651e-09   1.4663326e-01
   9.8921883e-01  -2.4480684e-04   5.6148533e-02   5.9762231e-09   1.8821960e-01
   9.9041826e-01  -2.2031937e-04   4.9917588e-02   4.7991288e-09   2.4505853e-01
   9.9155641e-01  -1.9644923e-04   4.3997616e-02   3.7854431e-09   3.2441277e-01
   9.9263531e-01  -1.7325318e-04   3.8381113e-02   2.9228903e-09   4.3811499e-01
   9.9365687e-01  -1.5077992e-04   3.3060198e-02   2.1990682e-09   6.0634321e-01
   9.9462312e-01  -1.2906607e-04   2.8025662e-02   1.6015377e-09   8.6561271e-01
   9.9553597e-01  -1.0814237e-04   2.3268415e-02   1.1182020e-09   1.2869812e+00
   9.9639738e-01  -8.8030573e-05   1.8778721e-02   7.3733533e-10   2.0229056e+00
   9.9720925e-01  -6.8746943e-05   1.4546936e-02   4.4775608e-10   3.4471235e+00
   9.9797356e-01  -5.0300027e-05   1.0562963e-02   2.3885010e-10   6.6763523e+00
   9.9869221e-01  -3.2694023e-05   6.8169381e-03   1.0066493e-10   1.6340453e+01
   9.9936712e-01  -1.5927840e-05   3.2989504e-03   2.3914636e-11   7.0839259e+01
   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6223872e+03
