5.056949700000e-02 1.153592256823e-04 6.349472382622e-01 7.608575679114e-10 1.892616689734e-03
5.348490200000e-02 1.147145864639e-04 6.310990792548e-01 8.001195219555e-10 1.783059095705e-03
5.649996900000e-02 1.140274543764e-04 6.274873347054e-01 8.390943065476e-10 1.686590622554e-03
5.961601100000e-02 1.133019480970e-04 6.240827613120e-01 8.778094867858e-10 1.601135960916e-03
6.283428500000e-02 1.125413014087e-04 6.208607036124e-01 9.162916043595e-10 1.525025556531e-03
6.615600000000e-02 1.117480649813e-04 6.178002414223e-01 9.545656523385e-10 1.456904176309e-03
6.958232100000e-02 1.109242572642e-04 6.148835178227e-01 9.926547748719e-10 1.395662358949e-03
7.311434300000e-02 1.100714850258e-04 6.120952190228e-01 1.030579827006e-09 1.340384951117e-03
7.675311700000e-02 1.091910238236e-04 6.094221178690e-01 1.068359636841e-09 1.290310936458e-03
8.049963400000e-02 1.082838881947e-04 6.068527370922e-01 1.106010865406e-09 1.244803166862e-03
8.435484000000e-02 1.073508792215e-04 6.043770551361e-01 1.143548235791e-09 1.203324449202e-03
8.831961500000e-02 1.063926294465e-04 6.019862887741e-01 1.180984420782e-09 1.165419226956e-03
9.239479200000e-02 1.054096294994e-04 5.996726919240e-01 1.218330337124e-09 1.130698717488e-03
9.658113900000e-02 1.044022571140e-04 5.974294095417e-01 1.255595084606e-09 1.098829441081e-03
1.008793800000e-01 1.033707916917e-04 5.952503388743e-01 1.292786242931e-09 1.069523726846e-03
1.052901700000e-01 1.023154360396e-04 5.931300327957e-01 1.329909750048e-09 1.042532389031e-03
1.098141400000e-01 1.012363182794e-04 5.910635921840e-01 1.366970374695e-09 1.017638354923e-03
1.144518200000e-01 1.001335205393e-04 5.890466230410e-01 1.403971161847e-09 9.946521375259e-04
1.192037200000e-01 9.900706799836e-05 5.870751391388e-01 1.440914181025e-09 9.734072889410e-04
1.240702700000e-01 9.785695006364e-05 5.851455303308e-01 1.477800112794e-09 9.537573405398e-04
1.290518800000e-01 9.668311183532e-05 5.832544990614e-01 1.514628776008e-09 9.355727428301e-04
1.341488700000e-01 9.548547535410e-05 5.813990391017e-01 1.551398656239e-09 9.187388102075e-04
1.393615300000e-01 9.426392934533e-05 5.795763925903e-01 1.588107408777e-09 9.031535315723e-04
1.446901000000e-01 9.301833721969e-05 5.777840088534e-01 1.624751751225e-09 8.887260091857e-04
1.501347600000e-01 9.174854213666e-05 5.760195527289e-01 1.661327439837e-09 8.753750894297e-04
1.556956300000e-01 9.045436925694e-05 5.742808390578e-01 1.697829316992e-09 8.630281691629e-04
1.613728100000e-01 8.913561835477e-05 5.725658611145e-01 1.734251609469e-09 8.516201035004e-04
1.671663200000e-01 8.779207937154e-05 5.708727115027e-01 1.770587569851e-09 8.410924783884e-04
1.730761500000e-01 8.642352212593e-05 5.691996618991e-01 1.806829835589e-09 8.313927668049e-04
1.791022400000e-01 8.502970204538e-05 5.675450079802e-01 1.842970330031e-09 8.224737398506e-04
1.852444900000e-01 8.361035877316e-05 5.659072551130e-01 1.879000354103e-09 8.142929069778e-04
1.915027400000e-01 8.216522146976e-05 5.642848456430e-01 1.914910500261e-09 8.068120732814e-04
1.978768000000e-01 8.069400248489e-05 5.626764987596e-01 1.950690860152e-09 7.999968950290e-04
2.043664300000e-01 7.919640232354e-05 5.610807338261e-01 1.986330939588e-09 7.938165574320e-04
2.109713600000e-01 7.767210539343e-05 5.594964846722e-01 2.021819802860e-09 7.882434542306e-04
2.176912400000e-01 7.612079157783e-05 5.579222791468e-01 2.057145841232e-09 7.832529700209e-04
2.245257500000e-01 7.454211102219e-05 5.563572909453e-01 2.092297393006e-09 7.788231743932e-04
2.314744700000e-01 7.293571385036e-05 5.547999462035e-01 2.127262097974e-09 7.749347323987e-04
2.385369800000e-01 7.130122713357e-05 5.532497464214e-01 2.162027463215e-09 7.715706753712e-04
2.457128200000e-01 6.963826342458e-05 5.517048623123e-01 2.196580700968e-09 7.687162985629e-04
2.530014500000e-01 6.794643009265e-05 5.501652693179e-01 2.230908598678e-09 7.663590630759e-04
2.604023800000e-01 6.622529794190e-05 5.486286565542e-01 2.264998194447e-09 7.644884666936e-04
2.679150100000e-01 6.447443849312e-05 5.470957059823e-01 2.298836088489e-09 7.630960335069e-04
2.755387700000e-01 6.269338949948e-05 5.455632856712e-01 2.332409167062e-09 7.621752324490e-04
2.832730100000e-01 6.088168102416e-05 5.440331911876e-01 2.365704188622e-09 7.617214769012e-04
2.911170700000e-01 5.902870849038e-05 5.425010631958e-01 2.398867262786e-09 7.617256601995e-04
2.990703000000e-01 5.710977778213e-05 5.409367678860e-01 2.432243692186e-09 7.621683600373e-04
3.071319500000e-01 5.510340783736e-05 5.393242589449e-01 2.466047282955e-09 7.630124639459e-04
3.153013000000e-01 5.300119299985e-05 5.376591158008e-01 2.500200040704e-09 7.641972588696e-04
3.235775800000e-01 5.080432474799e-05 5.359435848036e-01 2.534436432910e-09 7.656435231734e-04
3.319600500000e-01 4.852019857531e-05 5.341847705393e-01 2.568397150535e-09 7.672637601951e-04
3.404478700000e-01 4.615938813248e-05 5.323910671120e-01 2.601704652701e-09 7.689737228422e-04
3.490402400000e-01 4.373316643070e-05 5.305711333716e-01 2.634015774953e-09 7.707014763263e-04
3.577362900000e-01 4.125188896612e-05 5.287320871644e-01 2.665048260403e-09 7.723919888300e-04
3.665351900000e-01 3.872408672137e-05 5.268795648525e-01 2.694587641933e-09 7.740075346177e-04
3.754360400000e-01 3.615623054458e-05 5.250172282525e-01 2.722480053840e-09 7.755252223752e-04
3.844379500000e-01 3.355284001081e-05 5.231473471299e-01 2.748619382608e-09 7.769333150466e-04
3.935400200000e-01 3.091682827022e-05 5.212708184083e-01 2.772932773063e-09 7.782274737509e-04
4.027413400000e-01 2.824990843068e-05 5.193877626822e-01 2.795367848871e-09 7.794076021641e-04
4.120409500000e-01 2.555299201626e-05 5.174976237551e-01 2.815882710108e-09 7.804755080740e-04
4.214379200000e-01 2.282649000713e-05 5.155995600350e-01 2.834439212216e-09 7.814333703689e-04
4.309312700000e-01 2.007058342906e-05 5.136924923408e-01 2.850998467743e-09 7.822828325911e-04
4.405200500000e-01 1.728537377478e-05 5.117753165759e-01 2.865518671019e-09 7.830245875825e-04
4.502032700000e-01 1.447101437492e-05 5.098468897492e-01 2.877954019769e-09 7.836582646954e-04
4.599799800000e-01 1.162774965191e-05 5.079061270557e-01 2.888254743776e-09 7.841825213881e-04
4.698491400000e-01 8.755980285042e-06 5.059519694028e-01 2.896367350392e-09 7.845952218003e-04
4.798097600000e-01 5.856226201529e-06 5.039834084463e-01 2.902235376335e-09 7.848936677119e-04
4.898608600000e-01 2.929127064417e-06 5.019994270731e-01 2.905799914993e-09 7.850748132833e-04
5.000014300000e-01 -2.456573047065e-08 4.999990357832e-01 2.907000101597e-09 7.851354545388e-04
5.101391100000e-01 -2.977414012352e-06 4.979992162573e-01 2.905795258092e-09 7.850734947762e-04
5.201902400000e-01 -5.904515224184e-06 4.960152317961e-01 2.902226092003e-09 7.848910404065e-04
5.301508900000e-01 -8.804267627409e-06 4.940466695781e-01 2.896353468990e-09 7.845912930885e-04
5.400199900000e-01 -1.167600554120e-05 4.920925295549e-01 2.888236379808e-09 7.841773004241e-04
5.497967000000e-01 -1.451925296977e-05 4.901517744601e-01 2.877931173162e-09 7.836517521213e-04
5.594799500000e-01 -1.733360079727e-05 4.882233496997e-01 2.865491338974e-09 7.830167808842e-04
5.690687300000e-01 -2.011878745173e-05 4.863061836182e-01 2.850966720032e-09 7.822737295637e-04
5.785620800000e-01 -2.287466857457e-05 4.843991254437e-01 2.834403077973e-09 7.814229630490e-04
5.879590500000e-01 -2.560114279862e-05 4.825010730160e-01 2.815842212854e-09 7.804637843428e-04
5.972586900000e-01 -2.829803768707e-05 4.806109385558e-01 2.795322938785e-09 7.793945423741e-04
6.064599800000e-01 -3.096491565062e-05 4.787279021847e-01 2.772883610931e-09 7.782130663289e-04
6.155620800000e-01 -3.360089891119e-05 4.768513802601e-01 2.748565847731e-09 7.769175323868e-04
6.245639300000e-01 -3.620422914142e-05 4.749815298102e-01 2.722422463919e-09 7.755080619948e-04
6.334648100000e-01 -3.877204265390e-05 4.731192073552e-01 2.694525841212e-09 7.739889748273e-04
6.422637100000e-01 -4.129978171176e-05 4.712667161535e-01 2.664982526207e-09 7.723720436078e-04
6.509597300000e-01 -4.378097132554e-05 4.694277138615e-01 2.633946515011e-09 7.706801863703e-04
6.595521000000e-01 -4.620709330367e-05 4.676078380097e-01 2.601632197161e-09 7.689511513931e-04
6.680399200000e-01 -4.856778008148e-05 4.658142026675e-01 2.568322079496e-09 7.672400153947e-04
6.764224200000e-01 -5.085176555323e-05 4.640554797092e-01 2.534359325215e-09 7.656187446005e-04
6.846987000000e-01 -5.304846224164e-05 4.623400526720e-01 2.500121773636e-09 7.641716228752e-04
6.928680500000e-01 -5.515049080728e-05 4.606750436326e-01 2.465968547785e-09 7.629861447644e-04
7.009297000000e-01 -5.715667454653e-05 4.590626518314e-01 2.432164938402e-09 7.621415095249e-04
7.088829300000e-01 -5.907544108855e-05 4.574984852609e-01 2.398788491072e-09 7.616983850037e-04
7.167270200000e-01 -6.092830833354e-05 4.559664091911e-01 2.365624584582e-09 7.616938253082e-04
7.244612000000e-01 -6.273992392927e-05 4.544363503823e-01 2.332328640119e-09 7.621472034890e-04
7.320849900000e-01 -6.452090002361e-05 4.529039759957e-01 2.298754303262e-09 7.630676137463e-04
7.395976200000e-01 -6.627167844977e-05 4.513710559216e-01 2.264915336600e-09 7.644596350822e-04
7.469985500000e-01 -6.799272845490e-05 4.498344910969e-01 2.230824724440e-09 7.663298024315e-04
7.542871800000e-01 -6.968447851053e-05 4.482949333196e-01 2.196495867586e-09 7.686865928534e-04
7.614630500000e-01 -7.134736474467e-05 4.467500884484e-01 2.161941582662e-09 7.715405227516e-04
7.685255400000e-01 -7.298176124283e-05 4.451999310845e-01 2.127175471440e-09 7.749040980968e-04
7.754742500000e-01 -7.458806934253e-05 4.436426333095e-01 2.092210033238e-09 7.787920484778e-04
7.823087600000e-01 -7.616666194964e-05 4.420776854608e-01 2.057057758105e-09 7.832213461432e-04
7.890286400000e-01 -7.771788660805e-05 4.405035239597e-01 2.021731056284e-09 7.882113221011e-04
7.956335500000e-01 -7.924208853630e-05 4.389193214626e-01 1.986241698291e-09 7.937838901567e-04
8.021231900000e-01 -8.073959937037e-05 4.373235980298e-01 1.950601022353e-09 7.999637107792e-04
8.084972500000e-01 -8.221072544405e-05 4.357152938563e-01 1.914820180296e-09 8.067783570199e-04
8.147555000000e-01 -8.365576853199e-05 4.340929279406e-01 1.878909611780e-09 8.142586543637e-04
8.208977600000e-01 -8.507501856465e-05 4.324552158574e-01 1.842879165543e-09 8.224389625325e-04
8.269238500000e-01 -8.646874172230e-05 4.308006045912e-01 1.806738366131e-09 8.313574521934e-04
8.328336500000e-01 -8.783719367565e-05 4.291276072777e-01 1.770496040295e-09 8.410565773816e-04
8.386272200000e-01 -8.918064677607e-05 4.274344826671e-01 1.734159515362e-09 8.515837823850e-04
8.443043800000e-01 -9.049929171877e-05 4.257195528282e-01 1.697737218032e-09 8.629912920401e-04
8.498652600000e-01 -9.179336403141e-05 4.239808777121e-01 1.661235199709e-09 8.753377312120e-04
8.553099000000e-01 -9.306304989729e-05 4.222164692537e-01 1.624659627228e-09 8.886881159459e-04
8.606385000000e-01 -9.430854275323e-05 4.204241156198e-01 1.588015114977e-09 9.031152589125e-04
8.658511600000e-01 -9.552998065556e-05 4.186015080347e-01 1.551306451601e-09 9.187001124899e-04
8.709481400000e-01 -9.672750473783e-05 4.167460887089e-01 1.514536787862e-09 9.355336250636e-04
8.759297100000e-01 -9.790122140813e-05 4.148551098650e-01 1.477708623051e-09 9.537177298655e-04
8.807963100000e-01 -9.905123683021e-05 4.129255159429e-01 1.440822566755e-09 9.733675946764e-04
8.855481700000e-01 -1.001775631846e-04 4.109540798151e-01 1.403880164971e-09 9.946120552676e-04
8.901858300000e-01 -1.012802368826e-04 4.089371506709e-01 1.366879901890e-09 1.017598039325e-03
8.947098300000e-01 -1.023592397404e-04 4.068707241300e-01 1.329819446400e-09 1.042492215400e-03
8.991206300000e-01 -1.034144727079e-04 4.047504349204e-01 1.292696316936e-09 1.069483737189e-03
9.034188400000e-01 -1.044458022762e-04 4.025714003783e-01 1.255505942419e-09 1.098789518780e-03
9.076052300000e-01 -1.054530529361e-04 4.003281091721e-01 1.218241376945e-09 1.130659603805e-03
9.116804000000e-01 -1.064359150596e-04 3.980145233969e-01 1.180896136274e-09 1.165380795067e-03
9.156451800000e-01 -1.073940253694e-04 3.956237551677e-01 1.143460567449e-09 1.203287103799e-03
9.195003500000e-01 -1.083268798573e-04 3.931480888275e-01 1.105924268527e-09 1.244766818443e-03
9.232468600000e-01 -1.092338622763e-04 3.905786994324e-01 1.068273892449e-09 1.290276299531e-03
9.268856600000e-01 -1.101141717357e-04 3.879055532667e-01 1.030494648480e-09 1.340353026560e-03
9.304176600000e-01 -1.109667731682e-04 3.851172285531e-01 9.925707279079e-10 1.395633122544e-03
9.338439700000e-01 -1.117904041847e-04 3.822004660628e-01 9.544826935783e-10 1.456878571392e-03
9.371657400000e-01 -1.125834697133e-04 3.791398750966e-01 9.162090386561e-10 1.525006002960e-03
9.403839700000e-01 -1.133439103146e-04 3.759177658447e-01 8.777285492336e-10 1.601121621281e-03
9.435000400000e-01 -1.140692137627e-04 3.725130405480e-01 8.390142140435e-10 1.686584921390e-03
9.465150800000e-01 -1.147561140824e-04 3.689011733205e-01 8.000410722414e-10 1.783062493841e-03
9.494305300000e-01 -1.154005180946e-04 3.650527678233e-01 7.607799198176e-10 1.892634452454e-03
9.522476200000e-01 -1.159971120224e-04 3.609330926688e-01 7.212051207257e-10 2.017899841936e-03
9.549678000000e-01 -1.165390839589e-04 3.565003371716e-01 6.812907058188e-10 2.162156170966e-03
9.575926100000e-01 -1.170175784492e-04 3.517039924807e-01 6.410146730525e-10 2.329620917114e-03
9.601234200000e-01 -1.174209497162e-04 3.464835956893e-01 6.003673887233e-10 2.525715837667e-03
9.625619100000e-01 -1.177338887954e-04 3.407655699487e-01 5.593506016860e-10 2.757506722108e-03
9.649095500000e-01 -1.179360500284e-04 3.344621418589e-01 5.179951472004e-10 3.034204933585e-03
9.671680900000e-01 -1.180004141121e-04 3.274683656326e-01 4.763656747205e-10 3.367917136021e-03
9.693390700000e-01 -1.178911291165e-04 3.196630984965e-01 4.345858309900e-10 3.774453176816e-03
9.714242800000e-01 -1.175611293963e-04 3.109105988856e-01 3.928482955081e-10 4.274373786014e-03
9.734255100000e-01 -1.169499311406e-04 3.010699852701e-01 3.514345180851e-10 4.893909685534e-03
9.753444200000e-01 -1.159828767965e-04 2.900143954240e-01 3.107204489013e-10 5.665518500183e-03
9.771828700000e-01 -1.145733424337e-04 2.776576159168e-01 2.711490916732e-10 6.627925600244e-03
9.789426900000e-01 -1.126301690196e-04 2.639884858514e-01 2.331888777975e-10 7.825252722860e-03
9.806257500000e-01 -1.100705628544e-04 2.490962695118e-01 1.972784558069e-10 9.306270263360e-03
9.822338800000e-01 -1.068360328715e-04 2.331752451042e-01 1.638013578412e-10 1.112561357333e-02
9.837691200000e-01 -1.029048924764e-04 2.164992415345e-01 1.330965771534e-10 1.335032135142e-02
9.852332500000e-01 -9.829834177326e-05 1.993857281042e-01 1.054968153453e-10 1.607299434317e-02
9.866282900000e-01 -9.307487332438e-05 1.821473583433e-01 8.130838110369e-11 1.943526948436e-02
9.879561700000e-01 -8.731997286954e-05 1.650620655378e-01 6.075480254527e-11 2.366108218174e-02
9.892188300000e-01 -8.113238585456e-05 1.483530014737e-01 4.389584733117e-11 2.910641918884e-02
9.904182600000e-01 -7.461183453329e-05 1.321824675125e-01 3.058420975865e-11 3.633780495283e-02
9.915564100000e-01 -6.785107135551e-05 1.166574744662e-01 2.048274817903e-11 4.626661262915e-02
9.926353100000e-01 -6.093093277873e-05 1.018380634731e-01 1.312456341135e-11 6.040056004957e-02
9.936568700000e-01 -5.392067502874e-05 8.775178239604e-02 7.990513047789e-12 8.134027039695e-02
9.946231200000e-01 -4.687758649857e-05 7.440129885168e-02 4.572737239194e-12 1.138491166472e-01
9.955359700000e-01 -3.985059330070e-05 6.177640757481e-02 2.418656749302e-12 1.673363730047e-01
9.963973800000e-01 -3.288103557504e-05 4.985786019775e-02 1.150580369819e-12 2.623423765786e-01
9.972092500000e-01 -2.600503537438e-05 3.862283865376e-02 4.699037923326e-13 4.500628672848e-01
9.979735600000e-01 -1.925334953098e-05 2.804531615952e-02 1.511242625957e-13 8.842128960145e-01
9.986922100000e-01 -1.265330315950e-05 1.809947949011e-02 3.194259211211e-14 2.173156758803e+00
9.993671200000e-01 -6.228254749450e-06 8.758911115840e-03 2.872274731144e-15 8.081609475034e+00
1.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 7.080492767465e+01
