0.000000e+00 0.000000e+00 5.000000e-01 0.000000e+00 7.079790e+01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 7.079790e+01 0.000000e+00
6.329114e-04 3.307536e-02 4.912402e-01 8.102829e-08 8.081025e+00 1.887903e-12 6.329114e-04 6.227485e-06 9.912402e-01 2.872453e-15 8.081025e+00 3.554576e-16
1.307763e-03 6.719096e-02 4.819000e-01 9.009725e-07 2.173178e+00 7.805948e-11 1.307763e-03 1.265083e-05 9.819000e-01 3.193948e-14 2.173178e+00 1.469717e-14
2.026410e-03 1.022385e-01 4.719537e-01 4.262577e-06 8.842188e-01 9.076574e-10 2.026410e-03 1.924965e-05 9.719537e-01 1.511084e-13 8.842188e-01 1.708953e-13
2.790735e-03 1.380919e-01 4.613754e-01 1.325426e-05 4.500600e-01 5.544910e-09 2.790735e-03 2.600017e-05 9.613754e-01 4.698636e-13 4.500600e-01 1.044005e-12
3.602639e-03 1.746058e-01 4.501394e-01 3.245460e-05 2.623365e-01 2.329308e-08 3.602639e-03 3.287508e-05 9.501394e-01 1.150515e-12 2.623365e-01 4.385661e-12
4.464042e-03 2.116144e-01 4.382203e-01 6.822268e-05 1.673335e-01 7.676360e-08 4.464042e-03 3.984312e-05 9.382203e-01 2.418494e-12 1.673335e-01 1.445318e-11
5.376881e-03 2.489275e-01 4.255950e-01 1.289813e-04 1.138475e-01 2.133108e-07 5.376881e-03 4.686849e-05 9.255950e-01 4.572388e-12 1.138475e-01 4.016253e-11
6.343107e-03 2.863252e-01 4.122442e-01 2.253824e-04 8.133931e-02 5.217098e-07 6.343107e-03 5.390979e-05 9.122442e-01 7.989808e-12 8.133931e-02 9.822841e-11
7.364680e-03 3.235494e-01 3.981570e-01 3.701985e-04 6.039917e-02 1.154019e-06 7.364680e-03 6.091843e-05 8.981570e-01 1.312354e-11 6.039917e-02 2.172807e-10
8.443566e-03 3.602937e-01 3.833370e-01 5.777479e-04 4.626519e-02 2.351221e-06 8.443566e-03 6.783671e-05 8.833370e-01 2.048116e-11 4.626519e-02 4.426919e-10
9.581740e-03 3.961923e-01 3.678109e-01 8.626906e-04 3.633602e-02 4.470202e-06 9.581740e-03 7.459576e-05 8.678109e-01 3.058238e-11 3.633602e-02 8.416572e-10
1.078118e-02 4.308141e-01 3.516395e-01 1.238189e-03 2.910451e-02 8.010068e-06 1.078118e-02 8.111441e-05 8.516395e-01 4.389382e-11 2.910451e-02 1.508149e-09
1.204384e-02 4.636672e-01 3.349296e-01 1.713767e-03 2.365909e-02 1.363839e-05 1.204384e-02 8.730005e-05 8.349296e-01 6.075305e-11 2.365909e-02 2.567859e-09
1.337171e-02 4.942216e-01 3.178436e-01 2.293580e-03 1.943330e-02 2.222167e-05 1.337171e-02 9.305289e-05 8.178436e-01 8.130741e-11 1.943330e-02 4.183934e-09
1.476674e-02 5.219534e-01 3.006047e-01 2.975959e-03 1.607109e-02 3.486510e-05 1.476674e-02 9.827428e-05 8.006047e-01 1.054978e-10 1.607109e-02 6.564461e-09
1.623089e-02 5.464092e-01 2.834906e-01 3.754623e-03 1.334849e-02 5.295944e-05 1.623089e-02 1.028789e-04 7.834906e-01 1.331014e-10 1.334849e-02 9.971294e-09
1.776609e-02 5.672771e-01 2.668148e-01 4.620886e-03 1.112399e-02 7.821207e-05 1.776609e-02 1.068079e-04 7.668148e-01 1.638104e-10 1.112399e-02 1.472590e-08
1.937427e-02 5.844466e-01 2.508935e-01 5.565443e-03 9.304793e-03 1.126165e-04 1.937427e-02 1.100406e-04 7.508935e-01 1.972950e-10 9.304793e-03 2.120363e-08
2.105733e-02 5.980317e-01 2.360019e-01 6.578640e-03 7.823999e-03 1.583129e-04 2.105733e-02 1.125984e-04 7.360019e-01 2.332128e-10 7.823999e-03 2.980742e-08
2.281715e-02 6.083437e-01 2.223337e-01 7.649672e-03 6.626893e-03 2.173411e-04 2.281715e-02 1.145400e-04 7.223337e-01 2.711809e-10 6.626893e-03 4.092135e-08
2.465561e-02 6.158226e-01 2.099780e-01 8.766143e-03 5.664691e-03 2.913676e-04 2.465561e-02 1.159481e-04 7.099780e-01 3.107598e-10 5.664691e-03 5.485918e-08
2.657452e-02 6.209524e-01 1.989236e-01 9.914829e-03 4.893260e-03 3.815011e-04 2.657452e-02 1.169140e-04 6.989236e-01 3.514807e-10 4.893260e-03 7.182967e-08
2.857570e-02 6.241932e-01 1.890843e-01 1.108320e-02 4.273885e-03 4.882599e-04 2.857570e-02 1.175242e-04 6.890843e-01 3.928994e-10 4.273885e-03 9.193041e-08
3.066092e-02 6.259415e-01 1.803328e-01 1.226071e-02 3.774078e-03 6.116649e-04 3.066092e-02 1.178533e-04 6.803328e-01 4.346422e-10 3.774078e-03 1.151653e-07
3.283193e-02 6.265183e-01 1.725283e-01 1.343940e-02 3.367629e-03 7.513883e-04 3.283193e-02 1.179619e-04 6.725283e-01 4.764268e-10 3.367629e-03 1.414727e-07
3.509044e-02 6.261733e-01 1.655354e-01 1.461380e-02 3.033995e-03 9.068949e-04 3.509044e-02 1.178970e-04 6.655354e-01 5.180592e-10 3.033995e-03 1.707517e-07
3.743810e-02 6.250969e-01 1.592326e-01 1.578048e-02 2.757349e-03 1.077549e-03 3.743810e-02 1.176943e-04 6.592326e-01 5.594181e-10 2.757349e-03 2.028828e-07
3.987656e-02 6.234325e-01 1.535152e-01 1.693757e-02 2.525604e-03 1.262683e-03 3.987656e-02 1.173809e-04 6.535152e-01 6.004369e-10 2.525604e-03 2.377402e-07
4.240741e-02 6.212881e-01 1.482951e-01 1.808426e-02 2.329540e-03 1.461636e-03 4.240741e-02 1.169772e-04 6.482951e-01 6.410870e-10 2.329540e-03 2.751993e-07
4.503219e-02 6.187450e-01 1.434992e-01 1.922044e-02 2.162104e-03 1.673768e-03 4.503219e-02 1.164984e-04 6.434992e-01 6.813645e-10 2.162104e-03 3.151399e-07
4.775240e-02 6.158649e-01 1.390667e-01 2.034643e-02 2.017866e-03 1.898473e-03 4.775240e-02 1.159561e-04 6.390667e-01 7.212811e-10 2.017866e-03 3.574478e-07
5.056950e-02 6.126948e-01 1.349472e-01 2.146284e-02 1.892617e-03 2.135173e-03 5.056950e-02 1.153592e-04 6.349472e-01 7.608576e-10 1.892617e-03 4.020140e-07
5.348490e-02 6.092710e-01 1.310991e-01 2.257037e-02 1.783059e-03 2.383315e-03 5.348490e-02 1.147146e-04 6.310991e-01 8.001195e-10 1.783059e-03 4.487346e-07
5.649997e-02 6.056215e-01 1.274873e-01 2.366980e-02 1.686591e-03 2.642369e-03 5.649997e-02 1.140275e-04 6.274873e-01 8.390943e-10 1.686591e-03 4.975097e-07
5.961601e-02 6.017682e-01 1.240828e-01 2.476190e-02 1.601136e-03 2.911819e-03 5.961601e-02 1.133019e-04 6.240828e-01 8.778095e-10 1.601136e-03 5.482422e-07
6.283429e-02 5.977283e-01 1.208607e-01 2.584744e-02 1.525026e-03 3.191162e-03 6.283429e-02 1.125413e-04 6.208607e-01 9.162916e-10 1.525026e-03 6.008375e-07
6.615600e-02 5.935153e-01 1.178002e-01 2.692710e-02 1.456904e-03 3.479903e-03 6.615600e-02 1.117481e-04 6.178002e-01 9.545657e-10 1.456904e-03 6.552020e-07
6.958232e-02 5.891399e-01 1.148835e-01 2.800155e-02 1.395662e-03 3.777550e-03 6.958232e-02 1.109243e-04 6.148835e-01 9.926548e-10 1.395662e-03 7.112435e-07
7.311434e-02 5.846106e-01 1.120952e-01 2.907136e-02 1.340385e-03 4.083611e-03 7.311434e-02 1.100715e-04 6.120952e-01 1.030580e-09 1.340385e-03 7.688693e-07
7.675312e-02 5.799343e-01 1.094221e-01 3.013708e-02 1.290311e-03 4.397597e-03 7.675312e-02 1.091910e-04 6.094221e-01 1.068360e-09 1.290311e-03 8.279870e-07
8.049963e-02 5.751164e-01 1.068527e-01 3.119918e-02 1.244803e-03 4.719011e-03 8.049963e-02 1.082839e-04 6.068527e-01 1.106011e-09 1.244803e-03 8.885035e-07
8.435484e-02 5.701610e-01 1.043771e-01 3.225806e-02 1.203324e-03 5.047357e-03 8.435484e-02 1.073509e-04 6.043771e-01 1.143548e-09 1.203324e-03 9.503250e-07
8.831962e-02 5.650715e-01 1.019863e-01 3.331409e-02 1.165419e-03 5.382131e-03 8.831962e-02 1.063926e-04 6.019863e-01 1.180984e-09 1.165419e-03 1.013357e-06
9.239479e-02 5.598506e-01 9.967269e-02 3.436757e-02 1.130699e-03 5.722825e-03 9.239479e-02 1.054096e-04 5.996727e-01 1.218330e-09 1.130699e-03 1.077503e-06
9.658114e-02 5.545003e-01 9.742941e-02 3.541876e-02 1.098829e-03 6.068923e-03 9.658114e-02 1.044023e-04 5.974294e-01 1.255595e-09 1.098829e-03 1.142667e-06
1.008794e-01 5.490220e-01 9.525034e-02 3.646788e-02 1.069524e-03 6.419905e-03 1.008794e-01 1.033708e-04 5.952503e-01 1.292786e-09 1.069524e-03 1.208751e-06
1.052902e-01 5.434168e-01 9.313003e-02 3.751508e-02 1.042532e-03 6.775243e-03 1.052902e-01 1.023154e-04 5.931300e-01 1.329910e-09 1.042532e-03 1.275654e-06
